Time,Roll_calc,Pitch_calc,Heading_calc,Pitch_octans,Roll_octans,Heading_octans,Roll_diff,Pitch_diff,Heading_diff
08:09:09,3.723899927245706,2.762442312118282,0.02722563057878869,-0.69,-0.59,125.86,4.313899927245706,3.452442312118282,-125.83277436942122
08:09:10,3.943032653785387,2.6459731440466916,0.03144647877835534,-0.75,-0.44,125.98,4.383032653785387,3.3959731440466916,-125.94855352122165
08:09:11,4.141007708919215,2.55759556899477,0.035085619837871534,-0.78,-0.23,126.11,4.371007708919215,3.33759556899477,-126.07491438016213
08:09:12,4.380632985949021,2.365350027827973,0.03784644337137972,-0.78,0.07,126.24,4.310632985949021,3.1453500278279733,-126.20215355662862
08:09:13,4.573929315652452,2.1750072761529013,0.0389171997107866,-0.75,0.36,126.34,4.213929315652452,2.9250072761529013,-126.30108280028922
08:09:14,4.712541875971233,1.9899516135507536,0.03844548865331017,-0.69,0.57,126.41,4.142541875971233,2.6799516135507533,-126.37155451134669
08:09:15,4.760426741366269,1.8616638791654234,0.037032781760810374,-0.61,0.75,126.43,4.010426741366269,2.4716638791654235,-126.39296721823919
08:09:16,4.742710395029067,1.8112326847122169,0.03584038393728051,-0.56,0.81,126.38,3.932710395029067,2.3712326847122167,-126.34415961606271
08:09:17,4.665649584569089,1.8305360146552534,0.03488647202172067,-0.52,0.78,126.31,3.885649584569089,2.3505360146552534,-126.27511352797828
08:09:18,4.536750331527776,1.9486847499263027,0.034593674109769997,-0.52,0.64,126.22,3.8967503315277763,2.468684749926303,-126.18540632589023
08:09:19,4.396411306410965,2.1038668126733135,0.034360914349603915,-0.54,0.47,126.13,3.926411306410965,2.6438668126733136,-126.09563908565039
08:09:20,4.234864384562907,2.2686549778289495,0.03343942936350463,-0.58,0.25,126.04,3.984864384562907,2.8486549778289496,-126.0065605706365
08:09:21,4.114183807040188,2.4297554438078572,0.032909989585852374,-0.64,0.02,125.97,4.094183807040189,3.0697554438078574,-125.93709001041415
08:09:22,4.043192844944252,2.562724306098072,0.032880954915219196,-0.71,-0.13,125.9,4.173192844944252,3.272724306098072,-125.86711904508479
08:09:23,4.057701498311172,2.640610324651171,0.034126276585844974,-0.78,-0.21,125.86,4.267701498311172,3.4206103246511708,-125.82587372341415
08:09:24,4.131931741342091,2.668253202392994,0.036238598164501715,-0.85,-0.2,125.85,4.331931741342091,3.518253202392994,-125.81376140183549
08:09:25,4.261942969128578,2.6009465219132135,0.03846784569226446,-0.89,-0.1,125.86,4.361942969128577,3.4909465219132136,-125.82153215430773
08:09:26,4.381742323366302,2.4840671040602795,0.03959142459600319,-0.89,0.03,125.87,4.3517423233663015,3.3740671040602797,-125.83040857540401
08:09:27,4.469049107748172,2.3147638503523114,0.038972565878966595,-0.82,0.23,125.9,4.239049107748172,3.134763850352311,-125.86102743412104
08:09:28,4.483905801597074,2.139192009637035,0.03658304396138117,-0.72,0.37,125.92,4.113905801597074,2.8591920096370353,-125.88341695603862
08:09:29,4.481569875205267,1.994332264908242,0.03431130993138015,-0.59,0.46,125.93,4.021569875205267,2.584332264908242,-125.89568869006862
08:09:30,4.378828386356942,1.9235119285211952,0.03141374303590386,-0.45,0.47,125.94,3.9088283863569426,2.373511928521195,-125.9085862569641
08:09:31,4.282887002682181,1.9236780204876667,0.029726560199137386,-0.36,0.41,125.93,3.872887002682181,2.2836780204876668,-125.90027343980087
08:09:32,4.188738894271511,1.990704753802109,0.028927262286079333,-0.34,0.31,125.93,3.878738894271511,2.330704753802109,-125.90107273771393
08:09:33,4.177254599869459,2.0968025713820024,0.030066904401207063,-0.39,0.2,125.95,3.9772545998694584,2.4868025713820026,-125.9199330955988
08:09:34,4.1806907886745375,2.290760584995784,0.032603927387328833,-0.52,0.12,125.97,4.060690788674537,2.810760584995784,-125.93739607261267
08:09:35,4.292706114415609,2.4573384232133795,0.03722105103908548,-0.69,0.07,126.01,4.222706114415609,3.1473384232133794,-125.97277894896092
08:09:36,4.328528672730503,2.5617813576332984,0.039484554750484485,-0.86,0.04,126.08,4.288528672730503,3.4217813576332983,-126.04051544524951
08:09:37,4.400132433470678,2.6385979707231515,0.04227059927204994,-0.98,0.03,126.15,4.370132433470678,3.6185979707231515,-126.10772940072796
08:09:38,4.409128255153539,2.626934810269399,0.04231328487596288,-1.01,0.04,126.2,4.369128255153539,3.6369348102693992,-126.15768671512404
08:09:39,4.3697855824317795,2.512313950288349,0.0397289383952621,-0.94,0.07,126.21,4.299785582431779,3.452313950288349,-126.17027106160474
08:09:41,4.304488426780692,2.1297549989126883,0.03295530356241163,-0.61,0.24,126.07,4.0644884267806916,2.739754998912688,-126.03704469643758
08:09:42,4.34837443176957,1.978949988626718,0.03166494234702215,-0.46,0.36,125.94,3.98837443176957,2.438949988626718,-125.90833505765298
08:09:43,4.380938400784907,1.8691088784158667,0.030662673636749342,-0.37,0.48,125.81,3.900938400784907,2.2391088784158666,-125.77933732636325
08:09:44,4.46076601493778,1.888147980513736,0.032319604714699746,-0.38,0.56,125.69,3.9007660149377803,2.268147980513736,-125.6576803952853
08:09:45,4.568433454376392,1.9660609930873842,0.03543879056178564,-0.48,0.6,125.61,3.968433454376392,2.446060993087384,-125.57456120943822
08:09:48,4.508047856854039,2.4335069883330647,0.04164503311256674,-0.89,0.36,125.69,4.148047856854038,3.323506988333065,-125.64835496688742
08:09:49,4.35744553683204,2.5594165819986197,0.040121127921622694,-0.92,0.15,125.76,4.20744553683204,3.4794165819986196,-125.71987887207838
08:09:50,4.141952748630892,2.616432009017296,0.03583735811996443,-0.87,-0.03,125.83,4.1719527486308925,3.486432009017296,-125.79416264188004
08:09:51,3.991034341145362,2.606948733841859,0.03216178557301357,-0.77,-0.2,125.9,4.191034341145362,3.376948733841859,-125.867838214427
08:09:52,3.881184911082482,2.5340187742741858,0.02883349923799275,-0.66,-0.3,125.96,4.181184911082482,3.194018774274186,-125.931166500762
08:09:53,3.848384044591615,2.441870482632052,0.02717427642628262,-0.56,-0.31,126.01,4.158384044591615,3.001870482632052,-125.98282572357373
08:09:54,3.8844040169286997,2.296438630888716,0.02649459881168082,-0.46,-0.22,126.04,4.1044040169287,2.756438630888716,-126.01350540118833
08:09:55,4.00051515241483,2.151075456310969,0.027293584956029057,-0.38,-0.05,126.05,4.05051515241483,2.531075456310969,-126.02270641504397
08:09:56,4.197143736406481,1.9803806007383646,0.028947170208005083,-0.35,0.18,126.02,4.0171437364064815,2.3303806007383647,-125.991052829792
08:09:57,4.445028391371631,1.8678858361307344,0.03174242210355007,-0.38,0.45,125.95,3.9950283913716307,2.2478858361307346,-125.91825757789645
08:09:58,4.719577221412135,1.8189092958095494,0.035589579804260967,-0.47,0.72,125.87,3.9995772214121352,2.2889092958095496,-125.83441042019574
08:09:59,4.9299988071530665,1.8781912292202552,0.04024635252331468,-0.63,0.9,125.79,4.029998807153066,2.5081912292202553,-125.7497536474767
08:10:00,4.999205342778246,2.063530743824047,0.04512377616202494,-0.83,0.96,125.75,4.039205342778246,2.893530743824047,-125.70487622383797
08:10:01,5.025912605243082,2.26556966334428,0.049692199404280185,-1.02,0.86,125.74,4.165912605243082,3.28556966334428,-125.69030780059572
08:10:02,4.8305791093923105,2.491365305761798,0.049827017299038746,-1.12,0.61,125.76,4.22057910939231,3.6113653057617983,-125.71017298270097
